,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2596,Cologne,50.94168,6.95517,The Coffee Gang,50.95327173694897,6.9571855454332825,Coffee Shop
2597,Cologne,50.94168,6.95517,Fitness First,50.93663914084407,6.951151192188263,Gym / Fitness Center
2598,Cologne,50.94168,6.95517,MD BAR,50.935097,6.943659,Cocktail Bar
2599,Cologne,50.94168,6.95517,Kaizen,50.93278,6.934363,Japanese Restaurant
2600,Cologne,50.94168,6.95517,Anya Imbiss,50.9439785068747,6.944417559164652,Snack Place
2601,Cologne,50.94168,6.95517,The Coffee Gang,50.930400820533194,6.9409756406273155,Coffee Shop
2602,Cologne,50.94168,6.95517,Orlando,50.93104367020939,6.939065059473477,Café
2603,Cologne,50.94168,6.95517,Käsehaus Wingenfeld,50.938357662183755,6.940700038458427,Cheese Shop
2604,Cologne,50.94168,6.95517,Cafe 1980,50.93365734607123,6.945850367768357,Vietnamese Restaurant
2605,Cologne,50.94168,6.95517,Papa Joe's Jazzlokal,50.93788151408496,6.962241427839143,Jazz Club
2606,Cologne,50.94168,6.95517,Louis – The Breakfast Club,50.92887,6.936142,Breakfast Spot
2607,Cologne,50.94168,6.95517,Little Link,50.93840031115227,6.936975952487712,Cocktail Bar
2608,Cologne,50.94168,6.95517,Rheinpark,50.9497081843603,6.976361274719238,Park
2609,Cologne,50.94168,6.95517,Villa Mathilde,50.9357145001145,6.97447081072782,Café
2610,Cologne,50.94168,6.95517,Volksgarten,50.921430351105855,6.946620941162109,Park
2611,Cologne,50.94168,6.95517,Hommage,50.940584047879895,6.941621026672092,Café
2612,Cologne,50.94168,6.95517,Einspänner,50.920253,6.959986,Café
2613,Cologne,50.94168,6.95517,Hiroshima-Nagasaki-Park,50.93381866597115,6.927909851074219,Park
2614,Cologne,50.94168,6.95517,Il Caminetto,50.92433324919527,6.944647632185149,Italian Restaurant
2615,Cologne,50.94168,6.95517,Habibi,50.92950412846676,6.937835282928969,Falafel Restaurant
2616,Cologne,50.94168,6.95517,design post,50.94213917494354,6.981780150821732,Museum
2617,Cologne,50.94168,6.95517,Morio,50.966457,6.951213,Wine Bar
2618,Cologne,50.94168,6.95517,Tomatoe's,50.920656287540105,6.9640400708668455,Italian Restaurant
2619,Cologne,50.94168,6.95517,Apple Schildergasse,50.9365515,6.9558768,Electronics Store
2620,Cologne,50.94168,6.95517,Kaffeebud Ehrenfeld,50.95165099572768,6.922659943836585,Café
2621,Cologne,50.94168,6.95517,Crêperie Bande à Part,50.92242002668908,6.961102048390473,Creperie
2622,Cologne,50.94168,6.95517,Il Bagutta,50.929980601565426,6.938212705173249,Italian Restaurant
2623,Cologne,50.94168,6.95517,Massimo Rosticceria,50.92018051277618,6.962171032767817,Italian Restaurant
2624,Cologne,50.94168,6.95517,Blücherpark,50.964278716486284,6.925528049468994,Park
2625,Cologne,50.94168,6.95517,Keiserlich,50.918475322922305,6.925479179110984,Ice Cream Shop
2626,Cologne,50.94168,6.95517,Rautenstrauchkanal,50.93336766101314,6.912428140640258,Park
2627,Cologne,50.94168,6.95517,Il Gelato di Ferigo,50.91171519892144,6.968463594175847,Ice Cream Shop
2628,Cologne,50.94168,6.95517,Boulderplanet,50.944956723261434,6.904978858466859,Climbing Gym
2629,Cologne,50.94168,6.95517,Just Fit 18 Premium,50.9483441,6.94542483,Gym / Fitness Center
2630,Cologne,50.94168,6.95517,fairytale frozen yogurt,50.93188652070382,6.919627113130383,Frozen Yogurt Shop
2631,Cologne,50.94168,6.95517,Carlos,50.93068743876523,6.916109837129936,Spanish Restaurant
2632,Cologne,50.94168,6.95517,Café Rotkehlchen,50.95254965224332,6.913095553372475,Café
2633,Cologne,50.94168,6.95517,Pradels Weinbistro,50.915071,6.929097,Bistro
2634,Cologne,50.94168,6.95517,Rheinufer Altstadt,50.93882659733972,6.962870027971316,Pedestrian Plaza
2635,Cologne,50.94168,6.95517,Schmitz Eis,50.93327639034038,6.923304498195648,Ice Cream Shop
2636,Cologne,50.94168,6.95517,Heilandt Sülz,50.91592779414488,6.927289177588784,Café
2637,Cologne,50.94168,6.95517,Savoca,50.91443434971028,6.930972266945045,Café
2638,Cologne,50.94168,6.95517,Kebapland,50.95086730643867,6.915642246157786,Kebab Restaurant
2639,Cologne,50.94168,6.95517,Geschnitten Brot,50.920358023384665,6.962101395868988,Café
2640,Cologne,50.94168,6.95517,Bay Area Burrito Company,50.93705352634445,6.940421403779882,Burrito Place
2641,Cologne,50.94168,6.95517,Ortloff,50.93723015153185,6.94878690084509,Paper / Office Supplies Store
2642,Cologne,50.94168,6.95517,Zen,50.924961983245396,6.907039378229934,Japanese Restaurant
2643,Cologne,50.94168,6.95517,Innerer Grüngürtel,50.93898687065486,6.928081512451172,Park
2644,Cologne,50.94168,6.95517,Neptunbad,50.94737072451182,6.9192613839572354,Spa
2645,Cologne,50.94168,6.95517,Café Wohnraum,50.96634557345905,6.953430835445696,Café
2646,Cologne,50.94168,6.95517,Ristorante Pinocchio,50.94633820166512,6.9385720811525875,Italian Restaurant
2647,Cologne,50.94168,6.95517,Zum Marienbildchen,50.925685,6.909345,German Restaurant
2648,Cologne,50.94168,6.95517,Meister Gerhard no 008,50.93037086438425,6.936869833352774,Tapas Restaurant
2649,Cologne,50.94168,6.95517,Biergarten Rathenauplatz,50.93127086446857,6.937010138233194,Beer Garden
2650,Cologne,50.94168,6.95517,Eisfeld,50.95153772474993,6.91910966556668,Ice Cream Shop
2651,Cologne,50.94168,6.95517,Rheinufer Köln/Südkai,50.913908334092284,6.9728943916562,Waterfront
2652,Cologne,50.94168,6.95517,Bäckerei Bergheim,50.92064749269666,6.904964865066341,Bakery
2653,Cologne,50.94168,6.95517,Zwoeinz,50.92860462214416,6.939540248471629,Bar
2654,Cologne,50.94168,6.95517,Stadtwald Köln,50.929354,6.88997,Forest
2655,Cologne,50.94168,6.95517,Flora und Botanischer Garten,50.960039095310144,6.970991564659227,Botanical Garden
2656,Cologne,50.94168,6.95517,Café Franck,50.95614121453656,6.922532056850916,Café
2657,Cologne,50.94168,6.95517,Die fette Kuh,50.918158,6.960733,Burger Joint
2658,Cologne,50.94168,6.95517,Lindenthaler Kanäle,50.933523863520314,6.9168806076049805,Park
2659,Cologne,50.94168,6.95517,Geißbockheim,50.90718557824901,6.905625454158676,Club House
2660,Cologne,50.94168,6.95517,Poller Wiesen,50.91434543796991,6.98056697845459,Park
2661,Cologne,50.94168,6.95517,Wallczka,50.955421,6.915682,Tapas Restaurant
2662,Cologne,50.94168,6.95517,Beethovenpark,50.913370877127335,6.916467565618348,Park
2663,Cologne,50.94168,6.95517,Wochenmarkt Klettenberg,50.91089879966603,6.926879973645134,Farmers Market
2664,Cologne,50.94168,6.95517,Rheinstrand Rodenkirchen,50.89295043447,7.00376272201538,Beach
2665,Cologne,50.94168,6.95517,Café Jakubowski,50.964488375163,6.999727098651541,Café
2666,Cologne,50.94168,6.95517,FC-FanShop am Geißbockheim,50.90725460909217,6.905636787414551,Sporting Goods Shop
2667,Cologne,50.94168,6.95517,Eiscafe Van Der Put,50.90114543558277,6.944274919045334,Ice Cream Shop
2668,Cologne,50.94168,6.95517,Japanischer Garten,51.01143653581801,6.982019609449648,Park
2669,Cologne,50.94168,6.95517,Circlewood Stadium,50.940251777153186,6.8711694717105845,Baseball Stadium
2670,Cologne,50.94168,6.95517,Regattabahn Köln-Fühlingen,51.02406731699526,6.927480697631836,Canal
2671,Cologne,50.94168,6.95517,Latio Restaurant,50.99777892079525,6.875852752374945,Italian Restaurant
2672,Cologne,50.94168,6.95517,Grillwagen,50.87921314877773,6.873798301140085,Food Truck
2673,Cologne,50.94168,6.95517,Erlebnisbauernhof Gertrudenhof,50.88815233613763,6.8795770417456,Farm
2674,Cologne,50.94168,6.95517,Rheinufer Köln-Porz,50.88494915484723,7.054277207415291,Pedestrian Plaza
2675,Cologne,50.94168,6.95517,Landhaus Zündorf,50.869607269534036,7.043106731107226,Rhenisch Restaurant
2676,Cologne,50.94168,6.95517,Alter Bahnhof Frechen,50.9112969044014,6.821593690828941,Brewery
2677,Cologne,50.94168,6.95517,Mediterana,50.96513009979091,7.135899066925049,Spa
2678,Cologne,50.94168,6.95517,China Palace,50.9603152607568,7.113556206216921,Chinese Restaurant
2679,Cologne,50.94168,6.95517,Zur Fähre,51.05268538700895,6.914120316879282,Italian Restaurant
2680,Cologne,50.94168,6.95517,Villa Zanders,50.990914,7.130665,Art Museum
2681,Cologne,50.94168,6.95517,Kampus,50.880067896559694,7.119550074084994,Bakery
2682,Cologne,50.94168,6.95517,Althoff Grandhotel Schloss Bensberg,50.96683219376084,7.1612727108806045,Hotel
2683,Cologne,50.94168,6.95517,Wasserski Bleibtreusee,50.845273765970056,6.857350054489222,Surf Spot
2684,Cologne,50.94168,6.95517,Colorado Adventure,50.798530295421685,6.8829345703125,Theme Park Ride / Attraction
2685,Cologne,50.94168,6.95517,Taron,50.799540676152986,6.882966756820679,Theme Park Ride / Attraction
2686,Cologne,50.94168,6.95517,Phantasialand,50.79969663901752,6.88068151473999,Theme Park
2687,Cologne,50.94168,6.95517,Talocan,50.799438042587234,6.881319066252582,Theme Park Ride / Attraction
2688,Cologne,50.94168,6.95517,Cineplex Bensberg,50.96554044301376,7.160196902147702,Multiplex
2689,Cologne,50.94168,6.95517,Marienburg,51.08781242595022,6.883428096771239,Castle
2690,Cologne,50.94168,6.95517,Fantissima,50.800442211878476,6.877601333010259,Theater
2691,Cologne,50.94168,6.95517,Heidekönig,50.83185363724498,7.152822410822104,Beer Garden
2692,Cologne,50.94168,6.95517,Eis-Cafe Dolomiti,51.09275390326629,6.893221970463013,Dessert Shop
2693,Cologne,50.94168,6.95517,Chiapas - Die Wasserbahn,50.79926943514874,6.88169002532959,Theme Park Ride / Attraction
2694,Cologne,50.94168,6.95517,Wasserski Langenfeld,51.11311066754312,6.913817012140244,Surf Spot
2695,Cologne,50.94168,6.95517,Olympia Express,50.77451196756369,7.043514678361616,Pizza Place
2696,Cologne,50.94168,6.95517,Restaurant Zambesi,50.79826409319996,6.881214616357251,African Restaurant
2697,Cologne,50.94168,6.95517,Via Veneto,50.82993512414431,7.116374769157142,Italian Restaurant
2698,Cologne,50.94168,6.95517,Königsforst,50.929115127501795,7.134590148925781,Forest
2699,Cologne,50.94168,6.95517,Symposion,50.96619136709813,7.1583987586416,Greek Restaurant
2700,Cologne,50.94168,6.95517,Black Mamba,50.79878205951567,6.880652755856799,Theme Park Ride / Attraction
2701,Cologne,50.94168,6.95517,Restaurant Vendôme,50.966600561640256,7.161058087110234,French Restaurant
2702,Cologne,50.94168,6.95517,Thalia,50.99047,7.12559,Bookstore
2703,Cologne,50.94168,6.95517,Pasta Time,50.82505334958464,7.124232699989287,Italian Restaurant
2704,Cologne,50.94168,6.95517,Waldbiergarten,50.81057163726762,6.835229602425872,Restaurant
2705,Cologne,50.94168,6.95517,Wildgehege Brück,50.940522729336344,7.104879134384376,Forest
2706,Cologne,50.94168,6.95517,Rossmann,50.957368,7.116124,Drugstore
2707,Cologne,50.94168,6.95517,Gut Leidenhausen,50.896461251025244,7.09741473197937,State / Provincial Park
2708,Cologne,50.94168,6.95517,Matamba Hotel,50.79834667378777,6.8805778313002826,Hotel
2709,Cologne,50.94168,6.95517,dm-drogerie markt,50.85547857050439,7.081297477559019,Drugstore
2710,Cologne,50.94168,6.95517,Telekom Shop,50.965943460338515,7.158638834953308,Mobile Phone Shop
2711,Cologne,50.94168,6.95517,Golf- und Land-Club Köln e.V.,50.96326170250865,7.127389738076218,Golf Course
2712,Cologne,50.94168,6.95517,dm-drogerie markt,50.9846608,7.1203667,Drugstore
2713,Cologne,50.94168,6.95517,Wahner Heide,50.8360954809437,7.173112655090394,Nature Preserve
2714,Cologne,50.94168,6.95517,TK Maxx,50.99039408352415,7.125446275199913,Clothing Store
2715,Cologne,50.94168,6.95517,Das verrückte Hotel Tartüff,50.79971366790253,6.880680655063122,Theme Park Ride / Attraction
2716,Cologne,50.94168,6.95517,EDEKA Feldmann-Höner,50.9600345,7.1446534,Supermarket
2717,Cologne,50.94168,6.95517,EDEKA Hein,50.8563209,7.0814502,Supermarket
2718,Cologne,50.94168,6.95517,Rotter See,50.809948610464446,7.119247347348267,Lake
2719,Cologne,50.94168,6.95517,Trattoria Enoteca,50.9662473994562,7.161825231767002,Trattoria/Osteria
2720,Cologne,50.94168,6.95517,Schloss Eulenbroich,50.89970040302166,7.18539635739395,Palace
2721,Cologne,50.94168,6.95517,Ringeltaube,50.87937161398084,7.112684547901154,Convenience Store
2722,Cologne,50.94168,6.95517,dm-drogerie markt,50.991297,7.12886,Drugstore
2723,Cologne,50.94168,6.95517,dm-drogerie markt,50.9940186,7.1472253,Drugstore
2724,Cologne,50.94168,6.95517,Golfclub am Lüderich e.V.,50.937968782553405,7.216501196378145,Golf Course
2725,Cologne,50.94168,6.95517,Hotel Ling Bao,50.79847294983258,6.883868853291336,Hotel
2726,Cologne,50.94168,6.95517,touch down,50.86892725316041,7.204311100747312,American Restaurant
2727,Cologne,50.94168,6.95517,El Loco,50.76617761800378,6.996968750318115,Steakhouse
2728,Cologne,50.94168,6.95517,River Quest,50.79975973379596,6.883981351290665,Theme Park Ride / Attraction
2729,Cologne,50.94168,6.95517,McFIT,50.9842389,7.1177971,Gym / Fitness Center
2730,Cologne,50.94168,6.95517,Quirl's,50.991544410353775,7.135435367787211,Music Venue
2731,Cologne,50.94168,6.95517,Rossmann,50.897614,7.183254,Drugstore
2732,Cologne,50.94168,6.95517,Lidl,50.96157,7.1489,Supermarket
2733,Cologne,50.94168,6.95517,H&M,50.99100369269891,7.1264657378196725,Clothing Store
2734,Cologne,50.94168,6.95517,Lidl,50.993746248675855,7.146245688199997,Supermarket
2735,Cologne,50.94168,6.95517,dm-drogerie markt,50.8112233,7.1231472,Drugstore
2736,Cologne,50.94168,6.95517,Winja's Fear,50.80053025562023,6.879007824393975,Theme Park Ride / Attraction
2737,Cologne,50.94168,6.95517,REWE,50.9910115,7.128154,Supermarket
2738,Cologne,50.94168,6.95517,Lidl,50.950105,7.220397,Supermarket
2739,Cologne,50.94168,6.95517,Lidl,50.8067997,6.8989616,Supermarket
2740,Cologne,50.94168,6.95517,REWE,51.000098281685865,7.132792547064128,Supermarket
2741,Cologne,50.94168,6.95517,dm-drogerie markt,50.7631933,6.9776935,Drugstore
2742,Cologne,50.94168,6.95517,West Golf,50.8140780358185,7.10542182025631,Golf Course
2743,Cologne,50.94168,6.95517,Lidl,50.79113655958512,7.054917812347412,Supermarket
2744,Cologne,50.94168,6.95517,Lidl,50.825536,7.123978,Supermarket
2745,Cologne,50.94168,6.95517,Restaurant Nikos,50.79195634025971,7.0431447394700735,Greek Restaurant
2746,Cologne,50.94168,6.95517,REWE,50.7937403,6.95865729,Supermarket
2747,Cologne,50.94168,6.95517,dm-drogerie markt,50.8016546,6.8146248,Drugstore
2748,Cologne,50.94168,6.95517,REWE,50.9604941,7.1655545,Supermarket
2749,Cologne,50.94168,6.95517,REWE,50.77621947,6.92271513,Supermarket
2750,Cologne,50.94168,6.95517,Fußgängerzone Bergisch Gladbach,50.99110977041146,7.126136058968944,Pedestrian Plaza
2751,Cologne,50.94168,6.95517,REWE,50.8025720526644,6.780219462444393,Supermarket
2752,Cologne,50.94168,6.95517,REWE,50.9797406,6.6818307,Supermarket
2753,Cologne,50.94168,6.95517,REWE,50.76648923907889,6.947857534570062,Supermarket
2754,Cologne,50.94168,6.95517,Lidl,50.76861584577467,6.9444698095321655,Supermarket
2755,Cologne,50.94168,6.95517,Maus-au-Chocolat,50.80009389336248,6.880470330015711,Theme Park Ride / Attraction
2756,Cologne,50.94168,6.95517,Lidl,50.80313726867912,6.815015889549272,Supermarket
2757,Cologne,50.94168,6.95517,Silverado Theatre,50.798232082612856,6.881451054797997,Theater
2758,Cologne,50.94168,6.95517,Saturn,50.990560522317594,7.124722367721548,Electronics Store
2759,Cologne,50.94168,6.95517,China Town,50.79907739409744,6.883734019811985,Theme Park
2760,Cologne,50.94168,6.95517,Alt Berlin,50.799725090045655,6.880569459529347,Theme Park Ride / Attraction
2761,Cologne,50.94168,6.95517,Gaffel am Bock,50.992193933698346,7.130620755802342,German Restaurant
2762,Cologne,50.94168,6.95517,Lidl,50.9800245,6.680657,Supermarket
2763,Cologne,50.94168,6.95517,Winja's Force,50.800374561247395,6.8783067794806625,Theme Park Ride / Attraction
2764,Cologne,50.94168,6.95517,OBI,50.9920514,7.1200399,Hardware Store
2765,Cologne,50.94168,6.95517,Kaufland,50.98333422965461,7.123781158970848,Big Box Store
2766,Cologne,50.94168,6.95517,McDonald's,50.984852912970936,7.121531519864209,Fast Food Restaurant
2767,Cologne,50.94168,6.95517,Restaurant Bamboo,50.79875870447599,6.88428480459255,Asian Restaurant
2768,Cologne,50.94168,6.95517,Mystery Castle,50.80001534412202,6.884168386459351,Theme Park Ride / Attraction
2769,Cologne,50.94168,6.95517,Naturfreundehaus Hardt,50.978718996047974,7.1715134382247925,Café
2770,Cologne,50.94168,6.95517,Restaurant Mandschu,50.79905526442951,6.8838419460315565,Chinese Restaurant
2771,Cologne,50.94168,6.95517,Crazy Bats,50.800734,6.877849,Theme Park Ride / Attraction
2772,Cologne,50.94168,6.95517,Bergischer Löwe,50.991638948980764,7.130526004664661,Restaurant
2773,Cologne,50.94168,6.95517,Wuze Town,50.80040286945707,6.878555229640653,Theme Park Ride / Attraction
2774,Cologne,50.94168,6.95517,Raik,50.799568718981874,6.883318446536721,Theme Park Ride / Attraction
2775,Cologne,50.94168,6.95517,Cocorico,50.79940743396945,6.881311018581991,Tapas Restaurant
2776,Cologne,50.94168,6.95517,RheinBerg Galerie,50.99008622754876,7.123900082144511,Shopping Mall
2777,Cologne,50.94168,6.95517,McDonald's,50.76307800360509,6.977256395998991,Fast Food Restaurant
2778,Cologne,50.94168,6.95517,real,50.80243892362185,6.814284501636675,Big Box Store
2779,Cologne,50.94168,6.95517,Pirates in 4D,50.79990642675433,6.880671305524448,Movie Theater
2780,Cologne,50.94168,6.95517,Bahnhof Sechtem,50.79553984002275,6.9573292622758505,Train Station
2781,Cologne,50.94168,6.95517,Unter den Linden,50.79953386440457,6.88067894236483,Restaurant
2782,Cologne,50.94168,6.95517,Schlosspark Gracht,50.81160225754952,6.814715970079495,Park
2783,Cologne,50.94168,6.95517,Wirtshaus Zur Heide,50.773064645929644,6.911831493130885,Eastern European Restaurant
2784,Stockholm,59.33258,18.06683,Nobis Lounge Atriet,59.3331658296931,18.07345260394307,Lounge
2785,Stockholm,59.33258,18.06683,Frantzén,59.33385430000001,18.05851949999999,Scandinavian Restaurant
2786,Stockholm,59.33258,18.06683,Gastrologik,59.333702004848156,18.080833439895432,Scandinavian Restaurant
2787,Stockholm,59.33258,18.06683,Science Fiction Bokhandeln,59.32404679408319,18.070682162632647,Bookstore
2788,Stockholm,59.33258,18.06683,Lisa Elmqvist,59.33602491377586,18.078248940505976,Seafood Restaurant
2789,Stockholm,59.33258,18.06683,Wijnjas Grosshandel,59.32955185883617,18.046502785038594,Cheese Shop
2790,Stockholm,59.33258,18.06683,Monteliusvägen,59.32086345840404,18.062691902500486,Trail
2791,Stockholm,59.33258,18.06683,Nordic Spa & Fitness,59.32907438810439,18.076833065969687,Gym
2792,Stockholm,59.33258,18.06683,Lydmar Hotel,59.32901949022164,18.07714687160898,Hotel
2793,Stockholm,59.33258,18.06683,Armémuseum,59.33475120424566,18.080363851945307,History Museum
2794,Stockholm,59.33258,18.06683,Bastard Burgers,59.33155328359071,18.066902963910255,Burger Joint
2795,Stockholm,59.33258,18.06683,Restaurang Sensum,59.336144000770375,18.052093475436834,Modern European Restaurant
2796,Stockholm,59.33258,18.06683,Ivar Los park,59.320608,18.061239,Park
2797,Stockholm,59.33258,18.06683,Room Escape,59.335190254655224,18.056930388437102,Escape Room
2798,Stockholm,59.33258,18.06683,Meno Male Östermalm,59.33800242076022,18.081296682357788,Pizza Place
2799,Stockholm,59.33258,18.06683,Bäckmans Skoservice,59.33529404745001,18.078114264274973,Shoe Store
2800,Stockholm,59.33258,18.06683,Allegrine,59.33906604659393,18.06156635284424,French Restaurant
2801,Stockholm,59.33258,18.06683,Schmaltz Bar & Delicatessen,59.33509,18.077486,Bar
2802,Stockholm,59.33258,18.06683,Stockholms Stadshus | Stockholm City Hall (Stockholms Stadshus),59.32744455722418,18.055189569187554,City Hall
2803,Stockholm,59.33258,18.06683,Café Pascal,59.342019417546844,18.05197960945644,Café
2804,Stockholm,59.33258,18.06683,af Chapman Café,59.325369881369255,18.08046055647977,Café
2805,Stockholm,59.33258,18.06683,Indian Street Food & Co.,59.33692179997989,18.05828332901001,Indian Restaurant
2806,Stockholm,59.33258,18.06683,SATS,59.332544,18.060433,Gym / Fitness Center
2807,Stockholm,59.33258,18.06683,Lilla Ego,59.34357,18.045528,Scandinavian Restaurant
2808,Stockholm,59.33258,18.06683,Humlegården,59.33885856970707,18.07138665949116,Park
2809,Stockholm,59.33258,18.06683,Ett Hem,59.345499445889416,18.067862946427034,Hotel
2810,Stockholm,59.33258,18.06683,Maxos,59.332252612882414,18.044984272958235,Falafel Restaurant
2811,Stockholm,59.33258,18.06683,Erlands,59.340581,18.040227,Cocktail Bar
2812,Stockholm,59.33258,18.06683,Tweed,59.3244713,18.0676958,Cocktail Bar
2813,Stockholm,59.33258,18.06683,Pen Store,59.31755802006835,18.0516458660276,Arts & Crafts Store
2814,Stockholm,59.33258,18.06683,Espresso Sosta Bar,59.340774855630706,18.058568282633864,Coffee Shop
2815,Stockholm,59.33258,18.06683,Mikkeller Stockholm,59.33721336150632,18.075572290012616,Beer Bar
2816,Stockholm,59.33258,18.06683,Corner Club,59.323342388892044,18.069430517409064,Cocktail Bar
2817,Stockholm,59.33258,18.06683,Skeppsbro Bageri,59.3248,18.076228,Bakery
2818,Stockholm,59.33258,18.06683,Rolfs Kök,59.338751,18.057014,Scandinavian Restaurant
2819,Stockholm,59.33258,18.06683,Svenskt Tenn,59.332358,18.079171,Design Studio
2820,Stockholm,59.33258,18.06683,Agrikultur,59.3493723,18.056871399999977,Scandinavian Restaurant
2821,Stockholm,59.33258,18.06683,Papercut,59.31718276141575,18.054741813193974,Bookstore
2822,Stockholm,59.33258,18.06683,Kavalleriet Café,59.33304714419969,18.077662277228423,Café
2823,Stockholm,59.33258,18.06683,Lillebrors Bageri,59.34001439883165,18.033859451463552,Bakery
2824,Stockholm,59.33258,18.06683,Sima Deli,59.342275,18.083297,Deli / Bodega
2825,Stockholm,59.33258,18.06683,Wedholms Fisk,59.3317752,18.0752186,Seafood Restaurant
2826,Stockholm,59.33258,18.06683,Fotografiska,59.31794931547831,18.084932761478353,Art Museum
2827,Stockholm,59.33258,18.06683,Campoloro,59.344045290710866,18.058415207360017,Mediterranean Restaurant
2828,Stockholm,59.33258,18.06683,Mosebacke Ölkiosken,59.318427612298215,18.075036792450355,Bar
2829,Stockholm,59.33258,18.06683,Falafelbaren,59.318515421977736,18.05940281047351,Falafel Restaurant
2830,Stockholm,59.33258,18.06683,Jim & Jacob,59.34526615431709,18.05653399981825,Scandinavian Restaurant
2831,Stockholm,59.33258,18.06683,Skinnarviksberget,59.319971201378365,18.050875627763546,Hill
2832,Stockholm,59.33258,18.06683,Johan & Nyström,59.316273,18.064016,Coffee Shop
2833,Stockholm,59.33258,18.06683,Evert Taubes Terrass,59.325186515995206,18.061492140396446,Plaza
2834,Stockholm,59.33258,18.06683,Savant Bar,59.34053,18.063525,Wine Bar
2835,Stockholm,59.33258,18.06683,Kajsas Fisk,59.33452074573017,18.062301660965538,Seafood Restaurant
2836,Stockholm,59.33258,18.06683,Pom & Flora,59.34478748758042,18.05863713104891,Café
2837,Stockholm,59.33258,18.06683,StikkiNikki,59.33952137147211,18.038101186648817,Ice Cream Shop
2838,Stockholm,59.33258,18.06683,Vasamuseet,59.32811938036956,18.09166143677861,History Museum
2839,Stockholm,59.33258,18.06683,Söderbokhandeln,59.3160343,18.0725025,Bookstore
2840,Stockholm,59.33258,18.06683,Vasaparken,59.34013,18.042776,Park
2841,Stockholm,59.33258,18.06683,Skinnarviksparken,59.3197859068045,18.048343303372558,Park
2842,Stockholm,59.33258,18.06683,Glashuset Restaurang & Bar,59.33127516155131,18.082579973739886,Scandinavian Restaurant
2843,Stockholm,59.33258,18.06683,Djurgården,59.33052890687453,18.09344931081637,Park
2844,Stockholm,59.33258,18.06683,Lakritsroten,59.31832225453959,18.058038415160823,Candy Store
2845,Stockholm,59.33258,18.06683,Racamaca,59.316817,18.064059,Tapas Restaurant
2846,Stockholm,59.33258,18.06683,Mälarpaviljongen,59.32728692193347,18.034185906691427,Restaurant
2847,Stockholm,59.33258,18.06683,Caput Mundi,59.31404,18.081113,Ice Cream Shop
2848,Stockholm,59.33258,18.06683,Bistrot Paname,59.34422615264926,18.052721050378413,French Restaurant
2849,Stockholm,59.33258,18.06683,Diwan,59.34073333129454,18.091595179879395,Persian Restaurant
2850,Stockholm,59.33258,18.06683,Franky's,59.33981559819763,18.060429096221924,Burger Joint
2851,Stockholm,59.33258,18.06683,Androuet,59.33387195829166,18.07661324162207,Cheese Shop
2852,Stockholm,59.33258,18.06683,Lao Lao,59.317673,18.054137,Chinese Restaurant
2853,Stockholm,59.33258,18.06683,Chicago,59.317376087370135,18.052072706884235,Dance Studio
2854,Stockholm,59.33258,18.06683,AG Restaurang & Bar,59.33519752313698,18.034913650432504,Steakhouse
2855,Stockholm,59.33258,18.06683,BaP - Burgers and Pastrami,59.33680479159396,18.08230447547515,American Restaurant
2856,Stockholm,59.33258,18.06683,Omnipollos hatt,59.31800515272984,18.072142905395634,Beer Bar
2857,Stockholm,59.33258,18.06683,Café Pascal,59.312226621983676,18.078946274835616,Coffee Shop
2858,Stockholm,59.33258,18.06683,Shaka Shaka Pokébar,59.315953241257674,18.03316504883879,Poke Place
2859,Stockholm,59.33258,18.06683,800 grader,59.342145,18.040774,Pizza Place
2860,Stockholm,59.33258,18.06683,Bar Agrikultur,59.31287,18.083247,Cocktail Bar
2861,Stockholm,59.33258,18.06683,Woodstockholm,59.317753,18.075071,Scandinavian Restaurant
2862,Stockholm,59.33258,18.06683,Crêperie Fyra Knop,59.31728063980053,18.07253168835726,Creperie
2863,Stockholm,59.33258,18.06683,Mowglis kök,59.342171,18.050246,Indian Restaurant
2864,Stockholm,59.33258,18.06683,Bullar & Bröd,59.346599425822774,18.068694507966537,Café
2865,Stockholm,59.33258,18.06683,Oaxen Krog & Slip,59.322334450127016,18.101524817545673,Scandinavian Restaurant
2866,Stockholm,59.33258,18.06683,Mellqvist Kaffebar,59.33971264711748,18.03577577521212,Coffee Shop
2867,Stockholm,59.33258,18.06683,A BOWL,59.31974949419325,18.062734146999837,Poke Place
2868,Stockholm,59.33258,18.06683,Nybrogatan 38,59.3377953,18.0799596,Scandinavian Restaurant
2869,Stockholm,59.33258,18.06683,Eriks Bakficka,59.332917102018435,18.093604288039018,Scandinavian Restaurant
2870,Stockholm,59.33258,18.06683,Restaurang Hantverket,59.34142778437715,18.076879017762774,Scandinavian Restaurant
2871,Stockholm,59.33258,18.06683,La Vecchia Signora,59.31431729456325,18.084778413277963,Italian Restaurant
2872,Stockholm,59.33258,18.06683,Barrels Burgers & Beer,59.324685223744616,18.068512685688464,Burger Joint
2873,Stockholm,59.33258,18.06683,Svartengrens,59.345947,18.058882,Scandinavian Restaurant
2874,Stockholm,59.33258,18.06683,Vete-Katten,59.33417768875955,18.05823909702743,Café
2875,Stockholm,59.33258,18.06683,Pat’s Place,59.315553,18.089646,Thai Restaurant
2876,Stockholm,59.33258,18.06683,Café Nizza,59.31459461408998,18.086637339323943,French Restaurant
